['cjqqj', 'qcx', 'xjjxja', 'jjc', 'qxoc', 'ccvbb', 'hhbax', 'wpqhj', 'xccjqax', 'cqicjc', 'jqqci', 'ocjc', 'ahcjb', 'jcx', 'avhjq', 'pcxhj', 'jabxvj', 'xcvx', 'jxjqj', 'jwxq', 'xxxx', 'cxpb', 'hxvxx', 'xbow', 'jxqxv', 'ccpjxq', 'ccjcjco', 'jvjj', 'jaaa', 'jocq', 'cqq', 'jjjxc', 'qhoxa', 'jhjxq', 'jcccv', 'jvqjh', 'jjh', 'jjjxjx', 'bxo', 'axci', 'xiq', 'qxjoxv', 'wqcoc', 'pqc', 'bbvq', 'vhhq', 'xxqx', 'jacq', 'vjo', 'jhvbv', 'xjqqwqb', 'qbcc', 'jqjjx', 'jcjcq', 'qxjva', 'cjqj', 'xjxjca', 'qxihaa', 'bjcqh', 'wwxqc', 'qxoqq', 'ajhj', 'hxjc', 'cajx', 'jxcxc', 'qvqc', 'qjb', 'wqqcc', 'xjcjx', 'qcjjc', 'hqo', 'xoqpa', 'cvxj', 'cbvhh', 'abcw', 'hqxx', 'jpxqx', 'xjc', 'qxjxb', 'jpj', 'hppjjq', 'wci', 'qcjbox', 'ihxjcp', 'xcox', 'jpjjcx', 'cjxq', 'hjccp', 'xwcww', 'jocx', 'cjjpa', 'wxqjx', 'hvhhb', 'jj', 'cca', 'cihhx', 'ixqh', 'jxqhxb', 'ocoj', 'cqix', ],
['hvvvoh', 'vovo', 'ohh', 'vh', 'ov', 'vhva', 'ohaoh', 'ahoa', 'ov', 'vohaa', 'hvh', 'hov', 'vavoa', 'ahhoo', 'hva', 'hvh', 'vaooo', 'vhovo', 'oaah', 'hv', 'vho', 'ovi', 'aaoohv', 'vvoov', 'vvoohh', 'hv', 'av', 'oo', 'vvha', 'oaoo', 'vo', 'ovao', 'ohoo', 'vova', 'ohaai', 'aoovov', 'aoava', 'oovao', 'vhh', 'vah', 'vho', 'vvo', 'baapaa', 'vha', 'vao', 'oova', 'hha', 'ovvh', 'ahaw', 'ahaoo', 'avb', 'vahh', 'hvhhv', 'hhvhv', 'vah', 'hoa', 'o', 'hch', 'ao', 'bao', 'hh', 'vh', 'vhov', 'aavvao', 'ahhh', 'aaa', 'oa', 'ahoah', 'hoaavo', 'waaaxah', 'hiah', 'ovv', 'o', 'ohao', 'oah', 'vovoa', 'ooao', 'oca', 'hovaaa', 'aaoh', 'hav', 'vavv', 'v', 'ohvva', 'ahova', 'aaooa', 'oa', 'vaph', 'vh', 'aoa', 'vv', 'vvoo', 'aa', 'vqvhv', 'aa', 'vop', 'jvoh', 'haa', 'ahhh', ],
['vaah', 'ao', 'hhaav', 'avh', 'hvahh', 'ovooa', 'oh', 'avoov', 'voov', 'hoav', 'hoh', 'vvoa', 'vhvo', 'a', 'avhoo', 'oha', 'hoah', 'o', 'avooh', 'vhv', 'hahavo', 'ovv', 'aaohh', 'vhoh', 'ooho', 'ah', 'avoo', 'hv', 'avvh', 'ahahio', 'oohvo', 'hv', 'vohh', 'vohhvv', 'aooo', 'aooo', 'vvi', 'hoah', 'hha', 'oohov', 'oaaav', 'vav', 'vaah', 'vvhaaa', 'ov', 'voa', 'hhah', 'aov', 'aaaoa', 'hao', 'aho', 'vov', 'vv', 'ov', 'ahaav', 'hao', 'ba', 'oo', 'vvh', 'vhc', 'hooo', 'vavo', 'vvoh', 'ha', 'ovoh', 'vv', 'va', 'av', 'cavav', 'o', 'aahoa', 'oavv', 'vvj', 'vvva', 'vhoa', 'oah', 'hva', 'haava', 'ooha', 'havv', 'vovha', 'vahoa', 'hoo', 'hpva', 'ajho', 'oahh', 'haaa', 'aoo', 'ohvv', 'hh', 'haao', 'hooo', 'aavh', 'aoaq', 'hh', 'hhhav', 'ah', 'hhao', ],
['hho', 'hhv', 'oavvhh', 'vv', 'vhaa', 'vhhh', 'bov', 'ovo', 'ova', 'hhoav', 'aha', 'vov', 'oahaa', 'ohaha', 'vw', 'hh', 'vhhv', 'vhqh', 'aa', 'vaa', 'oaho', 'vhha', 'havho', 'va', 'vvv', 'vho', 'va', 'aohovo', 'av', 'qoa', 'hhh', 'ov', 'hvv', 'ohho', 'xah', 'hao', 'vhv', 'ov', 'haho', 'voaa', 'hoho', 'ohav', 'vavv', 'vha', 'aahh', 'oa', 'oavv', 'aah', 'hvh', 'hooa', 'avo', 'oha', 'avovh', 'vhohv', 'ahovh', 'h', 'ohva', 'hvaahh', 'hao', 'op', 'hh', 'ovo', 'a', 'ho', 'ovox', 'vh', 'vhh', 'hhv', 'a', 'vaovh', 'ohva', 'vvco', 'hh', 'cavo', 'ovav', 'havvh', 'ovv', 'hov', 'vha', 'aav', 'hoo', 'oovh', 'vhh', 'vov', 'vavv', 'vah', 'hoahh', 'oa', 'vavo', 'ohvov', 'oo', 'ovvv', 'vjo', 'av', 'aio', 'vvaaov', 'avxha', 'vohh', 'hohooa', 'aoa', ],
['vaoooo', 'hoah', 'vhooo', 'ah', 'vo', 'haha', 'vvvo', 'vhah', 'ovva', 'hovov', 'ah', 'aava', 'ah', 'avh', 'vho', 'ov', 'vvhvo', 'vo', 'ohha', 'hvaa', 'vhoav', 'aao', 'vaahh', 'aho', 'voaa', 'ohh', 'hahoo', 'hhhahh', 'ao', 'hohv', 'voov', 'aa', 'vva', 'ooa', 'ohh', 'pvaa', 'hohh', 'vov', 'bvoav', 'ohoh', 'vvo', 'aaooa', 'ovoa', 'vov', 'vo', 'ov', 'bvh', 'haov', 'hhv', 'ov', 'hvvo', 'vaohv', 'ao', 'h', 'ahv', 'ovh', 'ooo', 'oo', 'oo', 'ovo', 'ahj', 'jaa', 'v', 'oah', 'hho', 'hovo', 'aovv', 'havao', 'vaao', 'vvhoa', 'oahh', 'oa', 'vhaoo', 'ohooh', 'avvv', 'vavoo', 'hvhv', 'ooah', 'vvhaa', 'hhhh', 'va', 'aahhoao', 'aohv', 'avv', 'ooaih', 'aa', 'vaah', 'vaah', 'ovv', 'aovo', 'ohhoh', 'h', 'hhov', 'ahh', 'ooha', 'vhaa', 'aoao', 'oh', 'vvoo', 'voo', ],
['ooao', 'vaoaa', 'avvh', 'hoh', 'ohaao', 'ooh', 'hvha', 'ao', 'qvbvh', 'vh', 'av', 'javo', 'vvh', 'vh', 'ovv', 'vvo', 'avhh', 'vo', 'ahva', 'vvho', 'oav', 'xhh', 'vhv', 'vvaav', 'a', 'vavv', 'avvh', 'hvaa', 'o', 'hovhh', 'oho', 'hoh', 'ohaa', 'aovvao', 'vhvo', 'ooh', 'voovho', 'oho', 'xaooh', 'aav', 'aaa', 'vvhh', 'hhv', 'ovo', 'vv', 'hvho', 'hjooa', 'haa', 'ao', 'oaaav', 'vhv', 'haa', 'hvvao', 'avv', 'oavo', 'hxaa', 'vaha', 'vvvv', 'oaho', 'vva', 'oaav', 'ov', 'ovhphw', 'hv', 'oh', 'avvvh', 'vaa', 'avvvv', 'vaoao', 'vaoh', 'hhv', 'oaho', 'ah', 'avoaav', 'vvo', 'vhvvh', 'aah', 'haooa', 'ah', 'vo', 'avv', 'o', 'vovh', 'hhahh', 'vohb', 'ho', 'ovovh', 'ho', 'havhoa', 'oa', 'o', 'oba', 'hovo', 'ov', 'vhaa', 'vaa', 'ovh', 'aao', 'hohov', 'vvvh', ],
['vvv', 'voa', 'h', 'hh', 'hhhh', 'oha', 'ao', 'ahaa', 'vhvv', 'ovvoa', 'hv', 'aooav', 'hhvoa', 'vocha', 'havh', 'hva', 'ovoaoha', 'hhoav', 'avhv', 'qahvv', 'ovo', 'hva', 'vohh', 'hao', 'oaha', 'ahoo', 'ovvh', 'hhooo', 'ahoxa', 'aohh', 'ov', 'oh', 'ah', 'ahhaav', 'ch', 'hovo', 'vhv', 'vvoh', 'hao', 'vao', 'ovaaahv', 'ao', 'oh', 'ao', 'hav', 'ohoa', 'vhaa', 'vaov', 'hohahhh', 'aoho', 'haoh', 'oova', 'vh', 'oavo', 'oh', 'vov', 'vah', 'vh', 'hhho', 'oob', 'ovv', 'ihava', 'vvov', 'ohhvva', 'jahav', 'aaa', 'ahao', 'ovo', 'v', 'havv', 'h', 'vah', 'ohv', 'hha', 'hao', 'ahho', 'ovhho', 'aow', 'hvv', 'oovv', 'h', 'aahjh', 'oahah', 'ohaho', 'vhv', 'hvao', 'oovovo', 'voh', 'oaa', 'aaa', 'vvo', 'aa', 'hvoo', 'aoa', 'ahv', 'oh', 'aao', 'hov', 'hhw', 'hh', ],
['vv', 'ohoav', 'oo', 'oac', 'qov', 'vaaa', 'haoooo', 'oohoa', 'ova', 'vp', 'oovvo', 'hxo', 'vhoa', 'avh', 'vahv', 'vhhah', 'oaoa', 'haao', 'oha', 'vvohaa', 'hhv', 'oo', 'ooo', 'oao', 'oaha', 'ovoh', 'vv', 'ohah', 'ha', 'voho', 'aa', 'ovh', 'oh', 'hvv', 'ahv', 'aovho', 'hvha', 'hoq', 'hhahh', 'v', 'ahva', 'avhv', 'aavhv', 'q', 'hohhv', 'ohvo', 'ho', 'haaw', 'hvoo', 'va', 'aov', 'aao', 'oa', 'vv', 'vohhv', 'avh', 'av', 'aaavoo', 'hvoa', 'oh', 'ao', 'vov', 'ooo', 'vhh', 'hvv', 'haovhhv', 'iaah', 'ovvvao', 'vohv', 'vavo', 'voah', 'avhv', 'hoa', 'hhvvvh', 'bohh', 'oav', 'vovah', 'hahv', 'vvo', 'hv', 'vvv', 'oo', 'hvvv', 'vooaah', 'avoh', 'ooo', 'hoh', 'vhh', 'oa', 'vaoa', 'h', 'oavoa', 'oao', 'vh', 'hoa', 'vovvh', 'ooa', 'hhov', 'hvha', ],
['aohh', 'vaoh', 'hhav', 'aoah', 'oaohh', 'aavho', 'ho', 'hov', 'o', 'vvvo', 'vh', 'vov', 'aav', 'hhcha', 'ha', 'vhaa', 'hvv', 'a', 'hovaa', 'vhh', 'avhv', 'vahh', 'vo', 'aoh', 'av', 'aaoh', 'oavv', 'hoho', 'c', 'hhh', 'voa', 'v', 'voaaah', 'vavah', 'vov', 'vaoa', 'aa', 'aa', 'baao', 'oaoh', 'cv', 'ohv', 'ohh', 'oav', 'vhq', 'oahoa', 'a', 'ohhvha', 'vhaa', 'aohha', 'vh', 'vhv', 'aa', 'wvia', 'vca', 'aha', 'hhh', 'vo', 'oh', 'vvvh', 'vhv', 'oohv', 'oo', 'o', 'ooh', 'ahoo', 'ah', 'vhh', 'o', 'vah', 'ha', 'oohv', 'aoaa', 'aaaa', 'voj', 'hhavoa', 'oh', 'vv', 'vhao', 'ovhv', 'ooooh', 'ov', 'ovaa', 'oa', 'vjv', 'aaavv', 'oavwh', 'ao', 'ohaav', 'aohah', 'ahhv', 'jvvvvo', 'vva', 'avvah', 'ohh', 'hp', 'ho', 'hav', 'hovao', ],
['oaco', 'vavv', 'ohqa', 'vvqov', 'oavh', 'aho', 'oohh', 'ooho', 'ovvhh', 'avovo', 'ohah', 'hovh', 'avvoc', 'vjvav', 'hooa', 'vhavvvoh', 'ova', 'ahvo', 'hooo', 'haaoa', 'oa', 'vvoo', 'hva', 'aav', 'oaav', 'vo', 'oov', 'ho', 'ah', 'vaha', 'obvo', 'aaa', 'ohv', 'oaav', 'avaoa', 'hav', 'oaa', 'vooj', 'aoa', 'hva', 'v', 'hvha', 'oaoaoc', 'aaaa', 'vohv', 'vvb', 'oohh', 'avvo', 'ohhva', 'hoao', 'ahv', 'aaao', 'hvvov', 'hh', 'vovha', 'vw', 'hhv', 'ivoo', 'va', 'hvvvvo', 'hoaa', 'ao', 'a', 'aava', 'xho', 'aaahv', 'ova', 'oa', 'aah', 'oooo', 'oaa', 'vooa', 'h', 'hoh', 'oaho', 'aaao', 'oovh', 'hhoo', 'vva', 'jaava', 'hahh', 'voh', 'vhvcv', 'haoh', 'voooa', 'ohvav', 'aohv', 'haoha', 'voh', 'v', 'aooa', 'ovov', 'vvao', 'oh', 'hhaaa', 'oha', 'ha', 'voo', ],
['xahq', 'vhho', 'jooahh', 'oaoo', 'hvah', 'aoav', 'vwvoa', 'hvoqh', 'voho', 'v', 'cvahh', 'avhv', 'xh', 'ovh', 'h', 'ohaa', 'hqvvh', 'vvoho', 'aahv', 'hh', 'hvo', 'voohp', 'aoa', 'ha', 'ooh', 'vhh', 'poh', 'aaa', 'hav', 'vhoh', 'vaho', 'haj', 'aah', 'o', 'ova', 'avv', 'aoav', 'havhw', 'a', 'ohvhv', 'hov', 'ohoh', 'aoa', 'oa', 'haav', 'aa', 'ah', 'ao', 'aaov', 'ohv', 'hvi', 'vh', 'aaa', 'hoh', 'vava', 'hvhho', 'oo', 'avv', 'havo', 'aavx', 'hva', 'oaaa', 'aoa', 'hvv', 'ah', 'ooavh', 'ooav', 'ahvov', 'ahoha', 'aooov', 'aaa', 'o', 'avv', 'ovhh', 'hah', 'ao', 'hv', 'ova', 'aahj', 'haa', 'hvhbo', 'oj', 'vhvv', 'vpa', 'ho', 'v', 'vahaoa', 'vhv', 'hva', 'hoao', 'hova', 'ho', 'ooxvv', 'ov', 'oh', 'havo', 'hooavh', ],
['vovov', 'oov', 'hvoh', 'coavo', 'hoh', 'vhhh', 'oa', 'vho', 'o', 'v', 'avvho', 'vva', 'vaoa', 'hhcha', 'aho', 'vav', 'vhah', 'oha', 'hva', 'ho', 'oaao', 'vha', 'vh', 'ohoah', 'vaao', 'ooah', 'aohhvo', 'aov', 'oha', 'hvoh', 'av', 'aaaao', 'ocv', 'av', 'ovh', 'ovv', 'havoa', 'oho', 'avo', 'ohh', 'ooa', 'vvv', 'avovaa', 'aoao', 'ho', 'ohvh', 'oavoa', 'ooao', 'ovva', 'ov', 'hhoaav', 'aaho', 'oa', 'oav', 'hhhh', 'ah', 'oovv', 'hav', 'pv', 'oa', 'ovoh', 'v', 'vaao', 'hxah', 'hooo', 'qaho', 'oaq', 'voaa', 'vaah', 'hoa', 'oaah', 'hhhv', 'vvahh', 'jvav', 'ho', 'ho', 'ova', 'ohoo', 'vovp', 'aaoao', 'hvv', 'qaho', 'voc', 'hovhva', 'vvaav', 'hoo', 'hhao', 'hvah', 'vav', 'ooo', 'aav', 'hohoa', 'vhho', 'oh', 'vhh', 'aooh', 'vavv', 'voh', 'pov', 'haaa', ],
['vvaoh', 'avh', 'hvoh', 'hahav', 'v', 'av', 'aa', 'ahovh', 'vaa', 'oah', 'oovhv', 'aaa', 'vv', 'hhv', 'oaa', 'voh', 'aooh', 'oahoa', 'oh', 'voo', 'vhv', 'vho', 'aho', 'va', 'ov', 'vov', 'pvhh', 'oaao', 'avh', 'ahvh', 'ohoa', 'hhaac', 'vhva', 'vvaa', 'oovo', 'hoaov', 'vvoph', 'avhaa', 'aooh', 'ov', 'h', 'ovh', 'haoa', 'ha', 'vih', 'hoh', 'havh', 'hhhh', 'av', 'hh', 'oopv', 'ch', 'w', 'avav', 'haah', 'hhho', 'oojha', 'avoh', 'vhh', 'hhh', 'vhavo', 'hvo', 'avh', 'hhohv', 'ooaho', 'vvo', 'aaava', 'ao', 'v', 'ooaoa', 'oovo', 'vo', 'hohho', 'vao', 'hvao', 'vaoh', 'v', 'oiaov', 'ho', 'ovv', 'hvv', 'ava', 'aaaa', 'hvo', 'ahv', 'vhaa', 'avhj', 'oooa', 'oah', 'vo', 'ooo', 'hova', 'hhooho', 'oav', 'oaoo', 'ooah', 'ooa', 'abho', 'vaoooh', 'vh', ],
['vpb', 'caoho', 'vvvov', 'ohja', 'hvooa', 'ovoba', 'aaa', 'vha', 'ooavw', 'vhva', 'avah', 'hooa', 'aavo', 'aaa', 'vaaao', 'vovv', 'vvh', 'aoo', 'hav', 'vo', 'aoooa', 'vv', 'vov', 'voovo', 'vvovv', 'avvohho', 'jhviv', 'aaaa', 'hhv', 'hhho', 'ova', 'hvah', 'vav', 'vhh', 'ha', 'v', 'ov', 'ahhv', 'aohqav', 'voo', 'ao', 'havv', 'ooa', 'hvv', 'aavaa', 'a', 'vaho', 'voha', 'hoho', 'ov', 'haao', 'havhhh', 'vav', 'vav', 'vaho', 'ohoho', 'va', 'vvaav', 'vaao', 'axoa', 'aoh', 'ovvo', 'ooa', 'oa', 'vha', 'hva', 'ooa', 'ovhv', 'vaao', 'hohh', 'aa', 'voho', 'aoah', 'oah', 'ao', 'hooa', 'ovh', 'qhvaa', 'ohoa', 'ha', 'ovhja', 'voaa', 'avvh', 'aao', 'vh', 'ajaa', 'ovv', 'ah', 'ohv', 'vha', 'ovhhv', 'vva', 'voah', 'ohvv', 'aaoa', 'aho', 'vv', 'hvvh', 'aav', 'vhaa', ],
['v', 'ahi', 'hh', 'aaoho', 'ah', 'hhhhvo', 'aoav', 'ah', 'aavo', 'ohov', 'vahhh', 'haoh', 'hv', 'vho', 'aohv', 'avooa', 'ahva', 'avva', 'hvahh', 'hav', 'hoo', 'v', 'oao', 'hoh', 'ahaoa', 'vhahv', 'vhv', 'ovva', 'hhoo', 'oooo', 'vovvvh', 'vo', 'ovvh', 'v', 'av', 'owoao', 'vooaa', 'ovh', 'hvo', 'oavv', 'vv', 'ooo', 'hohhh', 'hvo', 'vhha', 'va', 'hohoo', 'ovoh', 'av', 'hoh', 'ha', 'vvvo', 'avv', 'vhp', 'a', 'ohhao', 'aoo', 'o', 'aovhhv', 'aho', 'hvh', 'hvoh', 'jhav', 'av', 'ha', 'oo', 'avvv', 'o', 'oohh', 'aav', 'vvvaa', 'voho', 'ovav', 'vvoh', 'ohho', 'hoo', 'h', 'hvv', 'ho', 'aojh', 'ovo', 'ahv', 'oovh', 'ov', 'haa', 'vhavav', 'achv', 'vhvo', 'hoovoa', 'ohva', 'haxaa', 'vhh', 'avo', 'ovo', 'ah', 'aphav', 'voo', 'avv', 'hav', ],
['a', 'oh', 'vh', 'hhaao', 'oahvh', 'vho', 'h', 'voavh', 'vvo', 'aah', 'bvv', 'aoah', 'oah', 'ova', 'ov', 'oao', 'vh', 'ohv', 'hova', 'havhhh', 'ap', 'hvh', 'vhaoo', 'vh', 'a', 'aaao', 'av', 'hvv', 'aoa', 'voooa', 'vah', 'vh', 'ohaao', 'ohvov', 'vaoo', 'ihoa', 'hhhpa', 'hhv', 'ahov', 'avha', 'hhvh', 'ooha', 'vhhao', 'aahha', 'hoh', 'aoha', 'ahah', 'ovov', 'aaah', 'vva', 'oo', 'hao', 'vaha', 'hhh', 'hhh', 'oov', 'oohhv', 'vvva', 'oo', 'vhv', 'hah', 'haovao', 'avo', 'aaa', 'vh', 'vo', 'hova', 'ovo', 'vha', 'aoo', 'vaoaaoo', 'hoho', 'avho', 'oohvo', 'awoo', 'aahvh', 'hvoa', 'hah', 'ov', 'hhoooh', 'aoav', 'aovoh', 'obh', 'aaaoa', 'vho', 'vao', 'voh', 'h', 'hvv', 'ohvovh', 'ohoah', 'vvo', 'ova', 'hvvh', 'pohhv', 'hvo', 'avhv', 'hh', 'oo', 'hahaa', ],
['haoa', 'hoh', 'oooo', 'ovoa', 'ooh', 'vav', 'ahaavo', 'hoqv', 'aaahhaha', 'voav', 'ooo', 'vvv', 'va', 'hoah', 'ova', 'havh', 'ahva', 'vovh', 'av', 'oaaa', 'ovoh', 'vvh', 'vhaa', 'oav', 'aohv', 'hv', 'hvho', 'hbha', 'ho', 'ohvvav', 'oo', 'hhah', 'ahov', 'hhva', 'vpovv', 'vvh', 'ha', 'ho', 'ahvo', 'vahhh', 'aoop', 'hvvo', 'aah', 'oaov', 'hoov', 'ovo', 'ahh', 'oho', 'hvh', 'ovovo', 'hoh', 'oohohv', 'hhv', 'vvaa', 'oo', 'vo', 'vvah', 'oaa', 'o', 'aaw', 'vva', 'joo', 'aaoax', 'ah', 'vovh', 'ohhav', 'vvoo', 'hjhah', 'ah', 'vhh', 'v', 'oao', 'hvv', 'vho', 'hoo', 'ohaoh', 'ohaov', 'vvaa', 'pvaa', 'aah', 'ovoa', 'ahaa', 'oaho', 'ho', 'hvho', 'avao', 'hovh', 'hho', 'aaa', 'aav', 'av', 'ah', 'aaavv', 'oaao', 'avoo', 'av', 'hah', 'hhhhh', 'oohv', 'hoaav', ],
['hbva', 'vah', 'hovava', 'avv', 'hvovv', 'vvao', 'hvho', 'avhoah', 'hav', 'hh', 'ahhvvv', 'oo', 'avq', 'ho', 'ahva', 'ooh', 'hvooh', 'oqaao', 'vav', 'vhh', 'ohoa', 'aaao', 'aooao', 'ov', 'hhv', 'vvao', 'va', 'v', 'oo', 'hahhh', 'vv', 'apo', 'vavo', 'ho', 'vvc', 'ohp', 'hha', 'ov', 'v', 'ahav', 'voh', 'vhvv', 'vohvv', 'oovh', 'avah', 'ohvhh', 'aoa', 'h', 'vav', 'hvo', 'hao', 'av', 'ooo', 'vh', 'vvho', 'vovah', 'aoav', 'havo', 'aa', 'aia', 'hvvao', 'vhhvh', 'av', 'vhhh', 'hvo', 'aa', 'avvov', 'aho', 'ovh', 'vooov', 'oh', 'avh', 'ooao', 'avx', 'xovv', 'ovvh', 'vhhaoo', 'voobh', 'haoh', 'vovo', 'vvh', 'vhoh', 'hvhh', 'oa', 'hoh', 'owa', 'vvv', 'avhv', 'vohh', 'avvvv', 'vhh', 'aaooah', 'hhvo', 'hvhvv', 'ovoh', 'hhov', 'ooo', 'ahvoh', 'o', 'vah', ],
['avvh', 'aov', 'vovahj', 'va', 'hah', 'hvhah', 'vv', 'ao', 'ov', 'havo', 'vaho', 'ohhv', 'v', 'vhohv', 'av', 'oah', 'aho', 'ooaa', 'ahhoa', 'vhao', 'ovhha', 'aaovv', 'hohha', 'oaaoa', 'opv', 'aooov', 'hohvo', 'hpoa', 'vaaao', 'aov', 'aahoo', 'ha', 'aahh', 'vavav', 'hoa', 'oha', 'av', 'vovv', 'qvv', 'vahj', 'vo', 'vvvao', 'hvav', 'avv', 'oao', 'h', 'ova', 'a', 'hvov', 'aaav', 'vv', 'vvvo', 'hoha', 'ahv', 'vvohph', 'voov', 'hoh', 'ohhv', 'bao', 'aav', 'ohoav', 'ohv', 'hvhh', 'ovvo', 'aa', 'oaohv', 'vhh', 'aohhh', 'ovohv', 'hxa', 'vvav', 'vh', 'oao', 'havv', 'voavv', 'hoava', 'oa', 'oha', 'vo', 'ovaoh', 'aava', 'ahvo', 'ohho', 'oaa', 'hhva', 'hvvo', 'qohh', 'aahv', 'oa', 'ovhha', 'hha', 'va', 'hvv', 'haoa', 'hch', 'bvwa', 'oah', 'ova', 'oaavv', 'hah', ],
['oaovh', 'hah', 'ovo', 'vhov', 'aaov', 'vva', 'ja', 'avooo', 'vvao', 'hao', 'vooa', 'hvoo', 'oh', 'vahoh', 'vahaoh', 'hav', 'vhh', 'vaa', 'vohhah', 'vooah', 'hoo', 'vhov', 'oaav', 'avj', 'hooo', 'v', 'ovo', 'vhao', 'ho', 'aahvh', 'ovo', 'ovvhhh', 'vvoo', 'aoo', 'haaa', 'ova', 'ovvvo', 'aavh', 'vv', 'hva', 'ha', 'hhvv', 'aoa', 'oaax', 'oqh', 'ovo', 'hhvo', 'hovva', 'vva', 'oa', 'ahava', 'vaa', 'ohh', 'oavh', 'vvh', 'oo', 'hvxh', 'vova', 'ohoa', 'ohha', 'ho', 'hoa', 'ooavh', 'voh', 'avoo', 'aa', 'hvo', 'vavooa', 'oaaooo', 'hao', 'vvov', 'avao', 'vav', 'ov', 'hvhv', 'hhovh', 'vo', 'hv', 'hvv', 'ovphoh', 'avvv', 'oa', 'ooo', 'ohvv', 'hhvh', 'ohvah', 'ovh', 'vaav', 'hvavaa', 'haoov', 'hva', 'vhhh', 'v', 'vv', 'vaah', 'oah', 'joooo', 'aoo', 'ov', 'voha', ],
['havo', 'hh', 'vao', 'oav', 'hv', 'a', 'hhhh', 'cooq', 'hov', 'hvh', 'vhho', 'ovh', 'aaaoa', 'aoaov', 'aohho', 'oooho', 'h', 'hoa', 'o', 'vha', 'avv', 'oavao', 'oohv', 'j', 'ovwa', 'vhhv', 'ihvvvh', 'ao', 'ohova', 'hvhv', 'hvv', 'oooo', 'aa', 'oao', 'vvvav', 'h', 'vh', 'voha', 'hhaa', 'ahv', 'aho', 'hhhoh', 'aaaoo', 'oohoo', 'ohv', 'ova', 'hohovv', 'owa', 'oaa', 'v', 'oah', 'vvo', 'aav', 'aovo', 'vhovh', 'hvoav', 'aa', 'ah', 'whovoo', 'vojhw', 'aoia', 'aaohh', 'aac', 'hvhv', 'hhh', 'oov', 'hhhv', 'vhv', 'vhaoa', 'oavho', 'vhha', 'ohhhv', 'vhh', 'hoh', 'avaav', 'aohvov', 'vhah', 'oaqb', 'oohh', 'xhv', 'hhaox', 'h', 'oah', 'oao', 'vaaa', 'ovo', 'oavohh', 'aaa', 'xo', 'avao', 'aao', 'oh', 'vaa', 'aoaoa', 'aho', 'voaa', 'vva', 'hvh', 'oahv', ],
['qv', 'oovx', 'hhao', 'vhho', 'vooa', 'ohhh', 'vhhhv', 'ooo', 'hv', 'oao', 'vhao', 'hoovah', 'vhaa', 'aaha', 'havv', 'hooh', 'ovao', 'aoh', 'aahj', 'ovh', 'ooav', 'ao', 'hhva', 'oahp', 'hv', 'voh', 'hhva', 'hvaoao', 'vaoha', 'ohh', 'haoo', 'hho', 'ooh', 'oho', 'vha', 'hahaa', 'oohhv', 'aavo', 'o', 'aa', 'aao', 'avov', 'voh', 'vhxp', 'hv', 'op', 'oav', 'hah', 'ovao', 'qoqa', 'ho', 'vv', 'ovv', 'oooho', 'hvo', 'vha', 'oha', 'aaavv', 'hvv', 'ovahv', 'oahvh', 'vpa', 'aava', 'ah', 'hvh', 'o', 'ahhh', 'hohvv', 'oah', 'ahov', 'hhb', 'vvhcao', 'ohav', 'aaovah', 'axva', 'vha', 'vhov', 'vvoi', 'hoavv', 'oaha', 'ovoa', 'vhvvh', 'ah', 'ohv', 'voaa', 'vhov', 'ohah', 'avh', 'aaaa', 'ca', 'v', 'oavvvo', 'aaa', 'ahoo', 'voav', 'va', 'havv', 'hvao', 'hha', ],
['hovah', 'ov', 'vh', 'oah', 'oaho', 'jaao', 'ooov', 'aao', 'ov', 'voaa', 'vaa', 'ovva', 'ohhhh', 'haoho', 'aah', 'ooohh', 'aoa', 'ja', 'aoo', 'ajv', 'hhhho', 'aa', 'oav', 'ooh', 'vho', 'oav', 'aahv', 'cav', 'vah', 'vovoo', 'vovp', 'paoa', 'ov', 'hvo', 'hoahh', 'aoah', 'ahhv', 'aoo', 'oooohq', 'avvovo', 'oav', 'vaia', 'vhv', 'havhv', 'hhvh', 'ovhav', 'v', 'av', 'vah', 'av', 'voovi', 'aavhh', 'ohvo', 'hov', 'aooh', 'hva', 'aooc', 'o', 'vh', 'o', 'aov', 'hhhh', 'aa', 'aa', 'h', 'vah', 'vh', 'ho', 'ovvv', 'ovoa', 'vaao', 'hooa', 'avva', 'aphh', 'vhoax', 'vvaa', 'ohh', 'voo', 'hboo', 'avaoh', 'vohoo', 'ohho', 'hvvh', 'aov', 'hoa', 'qva', 'abho', 'vhaa', 'h', 'vqah', 'ha', 'av', 'cavo', 'aav', 'ovvh', 'vov', 'aha', 'vvv', ],
